-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 03/08/2019 through 11/08/2020 in LST
Location: Latitude  51.066   Longitude -114.0937 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1289.78 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (W m-2 x 40) 
T2M                     MERRA-2 Temperature at 2 Meters (C) 
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) 
PS                      MERRA-2 Surface Pressure (kPa) 
T2MDEW                  MERRA-2 Dew/Frost Point at 2 Meters (C) 
WS10M                   MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M                   MERRA-2 Wind Direction at 10 Meters (Degrees) 
PRECTOTCORR             MERRA-2 Precipitation Corrected (mm/hour) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_UV_INDEX,T2M,RH2M,PS,T2MDEW,WS10M,WD10M,PRECTOTCORR
2019,5,31,22,0.0,12.22,90.41,87.12,10.69,1.91,278.7,2.04
2019,5,31,23,0.0,11.92,90.32,87.1,10.38,2.07,277.5,1.14
2019,6,1,0,0.0,11.76,89.05,87.08,10.0,2.13,275.9,0.79
2019,6,1,1,0.0,11.44,88.68,87.06,9.63,2.19,268.4,0.38
2019,6,1,2,0.0,10.6,91.14,87.03,9.2,2.39,261.8,0.05
2019,6,1,3,0.0,9.79,93.66,87.0,8.78,2.54,260.7,0.0
2019,6,1,4,0.03,10.61,92.75,86.97,9.47,2.13,261.4,0.0
2019,6,1,5,0.2,12.97,84.97,86.94,10.51,2.25,259.7,0.0
2019,6,1,6,0.73,14.89,75.88,86.91,10.68,2.38,250.3,0.04
2019,6,1,7,1.75,18.65,57.81,86.88,10.17,1.85,246.1,0.18
2019,6,1,8,2.97,21.78,42.43,86.85,8.47,1.51,265.8,0.37
2019,6,1,9,4.38,23.11,38.24,86.82,8.13,1.24,275.6,0.62
2019,6,1,10,5.22,23.79,36.32,86.79,7.98,1.02,268.3,1.05
2019,6,1,11,5.4,23.91,35.76,86.75,7.85,1.04,248.6,1.33
2019,6,1,12,5.1,23.7,36.39,86.71,7.93,1.26,235.7,1.22
2019,6,1,13,4.32,23.31,37.57,86.66,8.06,1.52,230.3,0.95
2019,6,1,14,3.75,23.23,38.02,86.61,8.16,1.82,232.4,0.76
2019,6,1,15,2.38,23.07,38.71,86.56,8.28,1.94,237.6,0.41
2019,6,1,16,1.15,22.65,41.59,86.53,8.95,1.91,242.0,0.18
2019,6,1,17,0.38,21.75,49.48,86.52,10.63,1.63,241.1,0.02
2019,6,1,18,0.08,18.61,71.55,86.52,13.33,1.87,239.9,0.0
2019,6,1,19,0.0,15.12,76.12,86.53,10.92,2.49,248.3,0.0
2019,6,1,20,0.0,13.79,75.54,86.53,9.56,2.75,258.2,0.0
2019,6,1,21,0.0,13.93,70.26,86.52,8.62,3.11,265.2,0.0
2019,6,1,22,0.0,13.26,71.03,86.5,8.15,3.13,265.8,0.0
2019,6,1,23,0.0,12.63,72.22,86.49,7.77,3.17,263.3,0.0
2019,6,2,0,0.0,12.18,72.92,86.47,7.5,3.19,260.6,0.0
2019,6,2,1,0.0,11.84,73.58,86.47,7.3,3.22,259.6,0.0
2019,6,2,2,0.0,11.42,74.95,86.49,7.16,3.21,262.9,0.0
2019,6,2,3,0.0,11.0,76.47,86.52,7.04,3.17,268.7,0.0
2019,6,2,4,0.05,12.0,73.17,86.55,7.37,2.96,278.2,0.0
2019,6,2,5,0.25,14.53,63.72,86.59,7.76,2.96,302.3,0.0
2019,6,2,6,0.98,16.67,57.39,86.62,8.23,3.44,350.6,0.0
2019,6,2,7,2.2,18.19,53.39,86.63,8.6,3.33,1.9,0.01
2019,6,2,8,3.88,19.88,48.99,86.62,8.87,2.56,8.3,0.05
2019,6,2,9,5.35,21.48,45.13,86.58,9.1,1.91,28.9,0.21
2019,6,2,10,6.0,22.62,42.83,86.54,9.36,1.57,62.8,0.78
2019,6,2,11,6.47,22.82,42.99,86.5,9.6,1.7,95.7,1.28
2019,6,2,12,6.35,22.41,44.61,86.46,9.77,2.18,114.1,1.17
2019,6,2,13,5.8,22.42,45.46,86.41,10.08,2.64,125.1,1.57
2019,6,2,14,4.3,22.5,46.27,86.35,10.4,2.76,131.8,1.46
2019,6,2,15,2.78,22.68,46.68,86.29,10.71,2.65,134.8,1.32
2019,6,2,16,1.38,22.61,49.14,86.23,11.41,2.32,133.6,0.66
2019,6,2,17,0.45,21.76,57.82,86.19,13.05,1.67,132.1,0.37
2019,6,2,18,0.08,19.3,75.33,86.18,14.81,1.34,142.3,0.34
2019,6,2,19,0.0,17.01,78.05,86.18,13.14,1.54,182.2,0.32
2019,6,2,20,0.0,15.81,79.16,86.19,12.19,2.36,240.5,0.29
2019,6,2,21,0.0,14.61,81.64,86.18,11.5,2.73,267.3,0.09
2019,6,2,22,0.0,14.74,76.88,86.19,10.73,3.11,277.8,0.01
2019,6,2,23,0.0,13.93,78.86,86.18,10.33,2.76,276.9,0.0
2019,6,3,0,0.0,13.07,82.11,86.16,10.1,2.45,270.5,0.01
2019,6,3,1,0.0,12.58,83.54,86.13,9.88,2.47,264.4,0.02
2019,6,3,2,0.0,12.51,83.05,86.11,9.73,2.47,260.9,0.07
2019,6,3,3,0.0,12.33,82.61,86.11,9.46,2.5,260.8,0.13
2019,6,3,4,0.03,12.93,79.05,86.11,9.37,2.37,261.8,0.08
2019,6,3,5,0.25,14.8,70.65,86.11,9.46,2.1,263.7,0.02
2019,6,3,6,0.9,17.22,53.28,86.1,7.61,2.87,267.4,0.0
2019,6,3,7,2.05,19.45,40.56,86.12,5.71,4.01,272.3,0.0
2019,6,3,8,3.58,20.8,34.07,86.12,4.4,4.61,271.5,0.0
2019,6,3,9,5.88,21.73,28.95,86.11,2.88,5.15,265.1,0.0
2019,6,3,10,7.3,22.29,24.87,86.13,1.22,5.74,261.8,0.0
2019,6,3,11,7.88,22.41,22.36,86.16,-0.11,6.12,262.7,0.0
2019,6,3,12,7.57,22.21,21.3,86.19,-0.92,6.2,265.6,0.0
2019,6,3,13,6.57,21.87,21.29,86.22,-1.2,5.85,270.5,0.0
2019,6,3,14,4.6,21.39,22.15,86.27,-1.06,5.47,277.3,0.0
2019,6,3,15,2.72,20.55,23.97,86.34,-0.71,5.17,285.7,0.0
2019,6,3,16,1.4,19.42,26.71,86.41,-0.19,4.76,294.0,0.0
2019,6,3,17,0.45,18.0,30.69,86.48,0.51,4.06,303.3,0.01
2019,6,3,18,0.08,15.59,42.2,86.57,2.76,2.57,314.4,0.03
2019,6,3,19,0.0,11.54,63.54,86.66,4.86,2.06,333.4,0.09
2019,6,3,20,0.0,9.51,74.59,86.77,5.2,1.95,346.0,0.1
2019,6,3,21,0.0,8.33,83.4,86.86,5.64,1.71,350.6,0.08
2019,6,3,22,0.0,7.89,85.5,86.95,5.54,1.44,358.0,0.04
2019,6,3,23,0.0,7.91,82.97,87.01,5.13,0.51,13.5,0.03
2019,6,4,0,0.0,7.08,87.3,87.04,5.06,0.68,151.2,0.05
2019,6,4,1,0.0,6.01,94.29,87.06,5.07,1.43,169.9,0.08
2019,6,4,2,0.0,5.7,95.12,87.06,4.91,1.77,172.6,0.05
2019,6,4,3,0.0,5.47,95.56,87.04,4.75,2.04,174.4,0.02
2019,6,4,4,0.05,6.99,87.54,87.02,5.03,2.5,174.7,0.02
2019,6,4,5,0.28,9.03,76.64,86.99,5.11,3.11,171.7,0.04
2019,6,4,6,1.05,11.15,65.31,86.94,4.88,3.78,173.9,0.05
2019,6,4,7,2.33,13.43,54.28,86.88,4.37,3.87,177.8,0.06
2019,6,4,8,4.05,15.93,43.85,86.8,3.62,3.49,184.1,0.06
2019,6,4,9,5.53,18.18,35.13,86.71,2.53,3.02,194.4,0.03
2019,6,4,10,6.78,20.05,28.28,86.62,1.13,2.94,210.9,0.02
2019,6,4,11,7.1,21.37,23.88,86.55,-0.05,3.29,231.3,0.01
2019,6,4,12,6.68,21.99,22.09,86.5,-0.61,4.11,248.7,0.01
2019,6,4,13,5.47,21.91,22.14,86.5,-0.63,4.78,263.0,0.01
2019,6,4,14,4.03,21.31,23.36,86.52,-0.41,5.1,273.9,0.01
2019,6,4,15,2.7,20.22,25.69,86.56,-0.05,5.24,282.1,0.01
2019,6,4,16,1.35,18.91,28.65,86.61,0.35,4.99,290.3,0.01
2019,6,4,17,0.45,17.47,32.36,86.67,0.78,4.39,301.5,0.02
2019,6,4,18,0.08,15.18,41.33,86.75,2.15,3.1,317.6,0.03
2019,6,4,19,0.0,11.84,57.43,86.84,3.71,2.36,331.9,0.05
2019,6,4,20,0.0,10.33,66.54,86.93,4.4,2.12,337.3,0.05
2019,6,4,21,0.0,8.95,76.22,87.0,4.97,1.66,341.0,0.06
2019,6,4,22,0.0,7.32,86.95,87.03,5.26,1.39,353.8,0.0
2019,6,4,23,0.0,6.61,91.03,87.05,5.2,0.95,352.7,0.0
2019,6,5,0,0.0,6.4,90.19,87.05,4.88,0.34,301.8,0.0
2019,6,5,1,0.0,6.09,90.05,87.03,4.56,0.86,203.9,0.0
2019,6,5,2,0.0,5.43,92.35,86.97,4.26,1.51,187.2,0.0
2019,6,5,3,0.0,5.09,93.41,86.93,4.09,1.7,185.1,0.0
2019,6,5,4,0.05,6.62,84.11,86.88,4.13,1.88,184.0,0.0
2019,6,5,5,0.3,9.07,68.61,86.83,3.61,2.61,173.8,0.0
2019,6,5,6,1.05,12.15,54.17,86.78,3.18,3.62,167.9,0.0
2019,6,5,7,2.28,14.83,42.83,86.71,2.32,3.78,178.8,0.01
2019,6,5,8,3.88,16.63,36.31,86.64,1.64,3.31,199.2,0.02
2019,6,5,9,5.22,17.96,31.81,86.59,0.98,3.19,220.9,0.02
2019,6,5,10,5.95,19.25,28.59,86.55,0.63,3.19,239.5,0.01
2019,6,5,11,5.75,20.13,26.76,86.52,0.45,3.33,254.1,0.01
2019,6,5,12,5.53,20.61,25.97,86.48,0.44,3.48,262.7,0.03
2019,6,5,13,4.5,20.86,25.96,86.46,0.65,3.56,265.2,0.04
2019,6,5,14,3.47,20.72,26.8,86.44,0.98,3.39,263.4,0.08
2019,6,5,15,2.25,19.86,29.33,86.43,1.48,3.13,261.7,0.08
2019,6,5,16,1.08,18.32,37.93,86.43,3.63,2.64,261.3,0.05
2019,6,5,17,0.38,16.26,55.14,86.44,7.14,1.78,264.8,0.04
2019,6,5,18,0.08,14.49,66.96,86.47,8.41,1.81,271.9,0.07
2019,6,5,19,0.03,13.33,68.89,86.49,7.73,1.66,281.9,0.07
2019,6,5,20,0.0,12.66,68.49,86.47,7.02,1.28,296.0,0.04
2019,6,5,21,0.0,11.51,69.49,86.44,6.13,1.31,293.8,0.05
2019,6,5,22,0.0,10.06,74.6,86.39,5.77,1.6,277.9,0.27
2019,6,5,23,0.0,8.78,79.31,86.34,5.41,1.85,267.2,0.15
2019,6,6,0,0.0,7.38,86.27,86.31,5.25,2.16,266.6,0.15
2019,6,6,1,0.0,6.53,88.87,86.28,4.84,1.96,264.4,0.08
2019,6,6,2,0.0,5.6,91.57,86.25,4.34,2.06,260.2,0.05
2019,6,6,3,0.0,4.8,93.12,86.24,3.81,2.15,258.7,0.05
2019,6,6,4,0.03,6.25,83.61,86.23,3.7,2.79,258.9,0.04
2019,6,6,5,0.22,7.65,76.34,86.23,3.76,3.03,257.8,0.02
2019,6,6,6,0.82,9.61,67.07,86.22,3.83,3.36,267.8,0.01
2019,6,6,7,1.88,11.51,57.76,86.21,3.5,3.26,280.8,0.01
2019,6,6,8,3.1,13.31,48.7,86.21,2.76,2.95,292.3,0.02
2019,6,6,9,4.57,14.78,41.24,86.19,1.76,2.49,300.2,0.1
2019,6,6,10,5.0,15.94,36.29,86.18,1.02,1.92,305.7,0.21
2019,6,6,11,5.3,16.6,33.62,86.16,0.55,1.5,308.8,0.46
2019,6,6,12,5.12,16.81,32.74,86.15,0.38,1.21,313.3,0.72
2019,6,6,13,4.22,16.61,33.23,86.14,0.41,1.1,317.6,0.95
2019,6,6,14,2.95,15.85,35.87,86.14,0.77,1.15,321.7,1.8
2019,6,6,15,1.62,14.73,40.94,86.15,1.6,1.06,328.9,2.78
2019,6,6,16,0.65,13.36,49.6,86.16,3.04,1.15,345.4,4.15
2019,6,6,17,0.22,11.7,64.32,86.18,5.16,1.22,354.3,6.82
2019,6,6,18,0.05,10.1,77.13,86.21,6.26,1.28,359.1,9.51
2019,6,6,19,0.0,8.8,88.45,86.23,6.96,0.97,346.3,15.84
2019,6,6,20,0.0,8.13,92.82,86.23,6.99,0.95,324.0,18.6
2019,6,6,21,0.0,7.54,94.21,86.2,6.62,1.11,304.0,19.74
2019,6,6,22,0.0,6.7,95.29,86.17,5.95,1.37,290.0,20.23
2019,6,6,23,0.0,5.73,95.73,86.15,5.04,1.73,287.8,18.59
2019,6,7,0,0.0,4.76,95.03,86.13,3.97,2.1,288.9,20.31
2019,6,7,1,0.0,4.01,93.89,86.12,3.07,2.35,289.1,20.03
2019,6,7,2,0.0,3.47,93.3,86.09,2.49,2.37,292.9,15.06
2019,6,7,3,0.0,2.82,94.35,86.05,2.0,2.26,300.0,12.78
2019,6,7,4,0.03,3.18,92.86,86.05,2.13,2.79,303.5,13.98
2019,6,7,5,0.1,3.86,89.9,86.08,2.36,3.3,311.2,16.18
2019,6,7,6,0.32,4.58,84.03,86.1,2.12,3.8,320.7,19.16
2019,6,7,7,0.73,4.78,79.05,86.13,1.46,4.15,328.5,21.59
2019,6,7,8,0.82,4.96,74.95,86.19,0.9,4.63,333.2,22.71
2019,6,7,9,1.38,4.94,72.88,86.25,0.5,5.0,335.0,21.22
2019,6,7,10,2.67,4.88,71.98,86.32,0.28,5.16,333.6,17.58
2019,6,7,11,2.78,4.94,71.1,86.4,0.17,5.03,331.4,13.65
2019,6,7,12,3.47,5.35,69.3,86.46,0.21,4.82,331.4,10.27
2019,6,7,13,2.62,5.83,67.22,86.51,0.24,4.72,337.1,7.15
2019,6,7,14,2.3,6.01,66.44,86.57,0.25,4.71,342.6,5.16
2019,6,7,15,1.52,5.9,67.14,86.64,0.3,4.58,344.3,3.27
2019,6,7,16,0.82,5.7,68.88,86.69,0.44,4.31,344.3,1.95
2019,6,7,17,0.28,5.33,72.58,86.74,0.81,3.71,344.1,1.23
2019,6,7,18,0.05,4.63,79.68,86.8,1.42,2.65,340.8,0.71
2019,6,7,19,0.0,2.95,91.42,86.86,1.68,1.51,327.5,0.44
2019,6,7,20,0.0,1.87,95.02,86.92,1.15,1.65,304.8,0.2
2019,6,7,21,0.0,1.87,92.48,86.96,0.78,1.89,295.3,0.13
2019,6,7,22,0.0,1.37,92.81,87.0,0.34,1.97,276.1,1.22
2019,6,7,23,0.0,1.37,91.83,87.04,0.19,2.2,262.9,3.51
2019,6,8,0,0.0,1.41,91.4,87.09,0.18,2.19,260.8,5.88
2019,6,8,1,0.0,1.48,91.6,87.13,0.26,2.15,260.1,5.7
2019,6,8,2,0.0,1.58,91.6,87.17,0.37,2.11,260.4,3.99
2019,6,8,3,0.0,1.61,92.04,87.2,0.47,2.1,262.3,2.37
2019,6,8,4,0.05,2.11,91.18,87.21,0.82,2.18,262.9,1.11
2019,6,8,5,0.25,3.12,88.35,87.24,1.39,2.36,262.5,0.32
2019,6,8,6,0.93,4.88,82.28,87.27,2.11,2.19,266.1,0.16
2019,6,8,7,2.03,7.56,64.77,87.28,1.36,1.73,290.6,1.45
2019,6,8,8,3.45,9.25,53.56,87.28,0.3,1.33,298.3,2.65
2019,6,8,9,4.5,10.63,46.32,87.27,-0.4,0.99,274.6,4.19
2019,6,8,10,5.4,11.75,41.67,87.24,-0.8,1.25,240.1,6.07
2019,6,8,11,5.47,12.7,38.65,87.19,-0.97,1.81,233.1,7.41
2019,6,8,12,5.25,13.51,36.46,87.15,-1.07,2.27,238.9,8.07
2019,6,8,13,3.92,13.73,36.2,87.14,-0.96,2.59,251.6,4.86
2019,6,8,14,3.2,13.52,37.7,87.16,-0.6,3.02,263.9,3.42
2019,6,8,15,1.95,13.01,40.2,87.21,-0.18,3.47,276.3,2.12
2019,6,8,16,0.93,12.1,43.8,87.27,0.17,3.68,286.6,1.09
2019,6,8,17,0.32,11.05,48.68,87.33,0.67,3.39,292.0,0.64
2019,6,8,18,0.05,9.25,63.2,87.4,2.56,2.23,291.3,0.68
2019,6,8,19,0.0,6.44,79.93,87.46,3.22,2.1,293.3,0.71
2019,6,8,20,0.0,5.05,86.49,87.53,2.99,2.11,289.1,1.28
2019,6,8,21,0.0,4.53,89.76,87.59,2.98,2.04,291.9,2.11
2019,6,8,22,0.0,4.12,91.58,87.64,2.87,1.94,289.0,0.57
2019,6,8,23,0.0,3.23,93.37,87.68,2.26,2.16,275.1,0.05
2019,6,9,0,0.0,3.1,92.22,87.68,1.95,2.56,262.6,0.05
2019,6,9,1,0.0,2.9,91.5,87.69,1.65,2.86,252.1,0.07
2019,6,9,2,0.0,2.64,90.93,87.69,1.32,3.16,249.2,0.1
2019,6,9,3,0.0,2.12,92.43,87.72,1.01,3.31,250.4,0.14
2019,6,9,4,0.03,3.17,86.35,87.75,1.11,3.95,255.5,0.14
2019,6,9,5,0.2,5.46,75.58,87.77,1.51,4.22,260.0,0.06
2019,6,9,6,0.75,8.93,58.98,87.79,1.37,4.71,273.4,0.05
2019,6,9,7,1.83,11.77,46.56,87.81,0.72,4.67,289.0,0.44
2019,6,9,8,2.97,13.6,39.76,87.8,0.2,4.15,296.2,1.89
2019,6,9,9,4.15,14.96,34.75,87.78,-0.43,3.71,295.0,1.46
2019,6,9,10,5.3,15.9,31.08,87.76,-1.13,3.54,289.7,1.0
2019,6,9,11,5.6,16.51,28.99,87.75,-1.55,3.65,282.7,0.65
2019,6,9,12,5.82,16.68,28.6,87.73,-1.58,4.03,276.4,0.43
2019,6,9,13,5.07,16.7,29.0,87.72,-1.39,4.23,271.4,0.13
2019,6,9,14,3.72,16.65,29.53,87.72,-1.2,4.22,268.4,0.02
2019,6,9,15,2.45,16.38,30.49,87.71,-0.99,4.07,268.6,0.0
2019,6,9,16,1.23,15.84,32.03,87.69,-0.77,3.79,270.3,0.0
2019,6,9,17,0.4,14.88,35.56,87.7,-0.21,3.26,271.8,0.0
2019,6,9,18,0.05,12.34,56.13,87.72,3.74,1.93,269.7,0.0
2019,6,9,19,0.0,8.44,71.72,87.74,3.62,2.18,269.7,0.02
2019,6,9,20,0.0,6.75,75.39,87.76,2.72,2.33,269.0,0.07
2019,6,9,21,0.0,5.93,77.67,87.76,2.34,2.48,266.3,0.13
2019,6,9,22,0.0,5.44,78.48,87.75,2.01,2.52,262.9,0.03
2019,6,9,23,0.0,5.38,77.22,87.73,1.72,2.66,259.2,0.05
2019,6,10,0,0.0,5.14,78.5,87.72,1.72,2.74,256.1,0.04
2019,6,10,1,0.0,5.05,80.25,87.69,1.96,2.76,253.8,0.05
2019,6,10,2,0.0,5.29,81.39,87.64,2.37,2.65,251.8,0.03
2019,6,10,3,0.0,5.17,83.77,87.59,2.67,2.68,252.0,0.05
2019,6,10,4,0.03,6.01,80.95,87.56,3.01,2.94,254.0,0.04
2019,6,10,5,0.15,7.59,74.34,87.55,3.34,3.23,257.5,0.01
2019,6,10,6,0.55,10.69,61.61,87.53,3.64,3.35,265.7,0.0
2019,6,10,7,1.25,14.03,47.96,87.51,3.2,3.35,281.5,0.07
2019,6,10,8,2.12,16.06,41.45,87.46,3.0,2.9,294.3,0.49
2019,6,10,9,2.88,17.16,39.55,87.4,3.3,2.69,301.8,1.56
2019,6,10,10,3.88,17.81,38.83,87.37,3.63,2.72,310.1,1.92
2019,6,10,11,3.8,18.0,39.65,87.35,4.1,2.77,320.3,2.51
2019,6,10,12,4.6,17.7,42.47,87.35,4.79,2.75,328.4,3.98
2019,6,10,13,3.78,17.21,46.36,87.35,5.6,2.56,333.3,5.12
2019,6,10,14,2.78,16.57,50.51,87.38,6.25,2.4,336.2,4.74
2019,6,10,15,1.83,16.02,53.85,87.4,6.66,2.06,340.7,3.38
2019,6,10,16,1.12,15.54,56.8,87.41,6.99,1.66,348.6,2.37
2019,6,10,17,0.38,15.13,62.14,87.43,7.86,1.2,1.0,1.49
2019,6,10,18,0.08,13.83,78.26,87.46,10.06,0.84,19.5,0.97
2019,6,10,19,0.03,11.59,80.49,87.49,8.33,1.11,16.2,1.76
2019,6,10,20,0.0,10.22,84.54,87.56,7.71,1.25,345.2,3.58
2019,6,10,21,0.0,8.9,92.71,87.64,7.75,1.53,317.1,5.62
2019,6,10,22,0.0,8.25,95.68,87.7,7.57,1.86,313.5,4.33
2019,6,10,23,0.0,7.58,97.81,87.77,7.22,2.06,314.4,3.08
2019,6,11,0,0.0,7.31,98.2,87.82,7.01,2.05,316.2,1.18
2019,6,11,1,0.0,7.09,98.19,87.85,6.8,1.87,308.3,0.31
2019,6,11,2,0.0,6.5,98.52,87.87,6.27,1.85,295.3,0.08
2019,6,11,3,0.0,5.82,98.41,87.88,5.58,2.05,286.8,0.17
2019,6,11,4,0.03,7.41,90.51,87.88,5.95,2.22,278.3,0.2
2019,6,11,5,0.22,9.47,79.65,87.87,6.12,2.61,272.2,0.06
2019,6,11,6,0.77,12.42,66.43,87.88,6.33,2.01,289.2,0.24
2019,6,11,7,1.73,14.95,53.63,87.88,5.64,1.93,310.4,0.46
2019,6,11,8,2.88,16.42,47.53,87.86,5.26,2.1,311.9,0.4
2019,6,11,9,4.2,17.88,42.36,87.83,4.92,2.28,313.8,0.18
2019,6,11,10,5.25,19.21,38.45,87.8,4.74,2.34,322.3,0.06
2019,6,11,11,5.22,20.39,35.96,87.77,4.83,2.34,332.6,0.05
2019,6,11,12,5.32,21.29,34.62,87.74,5.09,2.25,342.4,0.06
2019,6,11,13,5.3,21.66,34.7,87.71,5.46,2.02,351.8,0.08
2019,6,11,14,3.62,21.74,35.59,87.69,5.89,1.69,3.0,0.09
2019,6,11,15,2.2,21.38,37.58,87.67,6.34,1.38,18.6,0.1
2019,6,11,16,1.38,20.66,40.72,87.66,6.86,1.13,38.2,0.08
2019,6,11,17,0.47,19.44,48.49,87.67,8.27,1.03,70.2,0.03
2019,6,11,18,0.08,17.1,69.98,87.69,11.57,1.1,96.8,0.04
2019,6,11,19,0.03,14.3,78.62,87.72,10.63,1.41,119.3,0.03
2019,6,11,20,0.0,12.89,82.07,87.74,9.91,1.7,144.8,0.03
2019,6,11,21,0.0,11.99,85.19,87.75,9.58,1.87,178.8,0.02
2019,6,11,22,0.0,11.14,87.59,87.75,9.15,2.13,213.3,0.0
2019,6,11,23,0.0,10.39,89.18,87.73,8.69,2.41,238.4,0.0
2019,6,12,0,0.0,9.59,91.13,87.69,8.23,2.43,255.0,0.0
2019,6,12,1,0.0,9.12,92.35,87.67,7.96,2.45,271.2,0.0
2019,6,12,2,0.0,9.18,90.77,87.67,7.76,2.7,284.8,0.0
2019,6,12,3,0.0,9.04,90.29,87.66,7.55,2.67,290.6,0.0
2019,6,12,4,0.05,10.54,82.39,87.64,7.68,2.89,292.6,0.0
2019,6,12,5,0.32,13.19,70.17,87.63,7.9,3.06,293.9,0.0
2019,6,12,6,1.17,16.74,57.93,87.61,8.45,2.09,326.7,0.0
2019,6,12,7,2.6,19.4,49.12,87.58,8.46,1.97,8.2,0.0
2019,6,12,8,4.25,21.03,43.09,87.53,8.01,1.53,23.9,0.0
2019,6,12,9,5.93,22.38,38.63,87.47,7.63,1.19,36.5,0.0
2019,6,12,10,7.1,23.55,35.77,87.41,7.54,1.04,48.5,0.0
2019,6,12,11,7.55,24.53,33.98,87.36,7.66,1.14,61.2,0.06
2019,6,12,12,7.3,25.08,33.46,87.29,7.9,1.45,77.2,0.21
2019,6,12,13,6.2,25.19,33.6,87.19,8.06,1.91,96.0,0.27
2019,6,12,14,4.28,25.13,33.86,87.1,8.13,2.52,107.6,0.23
2019,6,12,15,2.72,24.72,35.59,87.02,8.49,2.83,114.4,1.49
2019,6,12,16,1.45,23.09,45.46,86.98,10.43,2.27,110.9,11.11
2019,6,12,17,0.52,20.64,61.1,87.0,12.76,1.63,80.5,16.27
2019,6,12,18,0.1,18.01,74.66,87.02,13.46,2.22,66.9,5.66
2019,6,12,19,0.03,16.03,81.38,87.01,12.86,3.07,74.3,1.31
2019,6,12,20,0.0,14.86,85.57,86.98,12.47,3.45,85.8,0.95
2019,6,12,21,0.0,13.88,89.48,86.94,12.21,2.39,108.3,0.85
2019,6,12,22,0.0,13.19,91.81,86.89,11.9,1.92,138.6,0.99
2019,6,12,23,0.0,12.62,92.57,86.81,11.45,2.02,166.2,0.31
2019,6,13,0,0.0,12.49,90.92,86.75,11.05,2.32,192.2,0.33
2019,6,13,1,0.0,12.63,88.63,86.71,10.8,2.42,210.1,0.4
2019,6,13,2,0.0,12.56,87.67,86.66,10.56,2.29,229.4,0.35
2019,6,13,3,0.0,12.27,88.63,86.61,10.45,2.27,258.8,0.42
2019,6,13,4,0.05,13.14,86.5,86.58,10.95,2.25,281.6,0.53
2019,6,13,5,0.3,15.45,79.0,86.56,11.84,2.23,299.0,1.2
2019,6,13,6,0.98,17.49,71.09,86.54,12.23,2.49,310.6,3.35
2019,6,13,7,2.2,19.22,64.01,86.53,12.26,2.45,313.2,4.86
2019,6,13,8,3.92,21.21,50.38,86.51,10.48,2.21,323.1,1.9
2019,6,13,9,5.47,22.32,42.92,86.48,9.13,1.46,326.4,0.77
2019,6,13,10,6.7,22.8,42.02,86.44,9.23,0.75,280.0,1.95
2019,6,13,11,6.78,22.96,42.71,86.39,9.6,0.81,242.2,1.92
2019,6,13,12,5.82,23.1,42.48,86.34,9.65,0.62,228.3,2.61
2019,6,13,13,4.28,22.48,46.16,86.32,10.29,0.23,244.5,3.9
2019,6,13,14,3.9,21.57,52.08,86.3,11.24,0.48,29.7,4.77
2019,6,13,15,2.42,20.49,60.09,86.3,12.43,0.88,47.3,5.85
2019,6,13,16,1.2,19.0,69.47,86.31,13.27,1.01,49.4,8.26
2019,6,13,17,0.4,17.44,80.21,86.33,13.97,1.07,40.1,7.11
2019,6,13,18,0.08,15.72,88.36,86.35,13.81,1.05,23.6,4.23
2019,6,13,19,0.03,14.32,92.2,86.38,13.08,1.2,6.2,3.94
2019,6,13,20,0.0,13.59,94.07,86.42,12.65,1.31,345.0,4.53
2019,6,13,21,0.0,13.09,94.56,86.43,12.24,1.37,348.2,3.57
2019,6,13,22,0.0,12.76,94.67,86.43,11.93,1.19,9.7,4.9
2019,6,13,23,0.0,12.43,95.33,86.44,11.71,1.02,9.0,10.21
2019,6,14,0,0.0,11.81,96.06,86.46,11.2,1.17,336.3,23.36
2019,6,14,1,0.0,11.14,97.33,86.49,10.72,1.41,326.3,23.39
2019,6,14,2,0.0,10.69,97.94,86.49,10.36,1.51,335.8,11.44
2019,6,14,3,0.0,10.09,98.94,86.48,9.92,1.5,339.3,7.21
2019,6,14,4,0.03,10.95,98.16,86.5,10.64,1.73,337.9,5.13
2019,6,14,5,0.22,11.74,95.97,86.51,11.1,2.63,337.6,4.13
2019,6,14,6,0.77,12.47,91.69,86.55,11.15,3.27,345.3,3.1
2019,6,14,7,1.67,13.02,82.98,86.6,10.2,3.87,351.4,3.75
2019,6,14,8,2.58,14.02,71.15,86.64,8.91,4.17,354.6,4.74
2019,6,14,9,3.55,15.42,61.01,86.67,7.96,4.16,359.3,3.98
2019,6,14,10,5.22,16.29,54.09,86.71,7.01,3.82,2.1,3.01
2019,6,14,11,5.2,16.93,50.09,86.75,6.49,3.38,2.5,2.67
2019,6,14,12,5.05,17.37,48.1,86.78,6.31,3.07,3.4,2.53
